Date,ZHVI_pct_change,Unemployment_Rate,Median_Household_Income,CPI,GDP_Growth,Poverty_Rate_lag5,CPI_pct_change,Unemployment_Rate_pct_change,Median_Household_Income_pct_change,Population_pct_change,Poverty_Rate_pct_change,CPI_yoy_pct,Income_yoy_pct,Interest_Rate_diff1,Mortgage_Rate_diff1,real_interest_rate,real_mortgage_rate,Income_CPI_interaction,hot_market,rising_rates,accelerating_prices,accelerating_inflation,ZHVI_pct_change_is_imputed,Poverty_Rate_lag5_is_imputed,CPI_pct_change_is_imputed,Unemployment_Rate_pct_change_is_imputed,Median_Household_Income_pct_change_is_imputed,Population_pct_change_is_imputed,Poverty_Rate_pct_change_is_imputed,CPI_yoy_pct_is_imputed,Income_yoy_pct_is_imputed,Interest_Rate_diff1_is_imputed,Mortgage_Rate_diff1_is_imputed,real_interest_rate_is_imputed,real_mortgage_rate_is_imputed,Income_CPI_interaction_is_imputed
2013-01-01,1.8638289713655665,8.7,60214.6360479471,244.475,3.392923450629045,18.7,0.40116660700388884,0.7722007722007707,-0.6112691459915776,2.4887650081716117,3.8461538461538325,1.6044336480137256,-7.695222415216629,-0.01666666666666669,0.14400000000000013,0.12728899685319606,3.4877889968531957,-0.24522076926360595,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-01,1.8951862101837857,8.533333333333333,61567.548754222335,245.6085,1.2871157095630064,18.2,0.4636465896308506,-1.9157088122605304,2.2468170449422953,0.0,0.0,1.3680359178215529,-4.16134113244675,-0.026666666666666713,0.17983333333333373,0.10298630748845107,3.6699863074884513,1.0417290604119607,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-01,2.0800482967781697,8.4,64008.20860963295,247.008,4.362279071273131,18.2,0.5698092696303281,-1.5625,3.9641985182059747,0.0,0.0,1.5524273121957588,2.738021284036196,-0.0333333333333333,0.7550000000000003,0.06780906021137571,4.42314239354471,2.2588370623285754,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-01,2.0377881622120064,8.1,66703.64256368113,247.4288333333333,1.4529237692193964,18.2,0.17037234961350123,-3.571428571428581,4.211075442662104,0.0,0.0,1.6142489779183755,10.099318253202473,0.0033333333333332993,-0.13716666666666733,0.07052417688748285,4.285357510220816,0.7174508175660576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-01,1.4865338005086715,7.866666666666667,68842.66671679867,248.635,0.0072982428809042,18.2,0.48748023842546395,-2.8806584362139787,3.20675763857341,1.8484895458431128,-6.349206349206349,1.7016054811330283,14.328793189053467,-0.013333333333333294,0.057500000000000995,0.05631727852200302,4.34198394518867,1.5632309782244436,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-01,1.2201916259853007,7.8,70015.11717835604,250.2815,6.342136052172138,18.9,0.6622156977095006,-0.8474576271186529,1.703086933544462,0.0,0.0,1.9026214483619297,13.720813310038382,0.01999999999999999,-0.12833333333333385,0.074307118849714,4.2116404521830475,1.12781090195708,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-01,0.42641405468899496,7.666666666666667,70426.43468462182,250.48,3.664293579725959,18.9,0.07931069615612074,-1.7094017094017033,0.5874695677763331,0.0,0.0,1.4056224899598346,10.02719215926151,-0.0033333333333332993,-0.09483333333333377,0.07594377510040165,4.121777108433735,0.04659262039087633,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-01,0.45478129579370474,7.5,70310.70484894906,249.60816666666665,2.3040209185619265,18.9,-0.34806504844032693,-2.1739130434782594,-0.16432726744016746,0.0,0.0,0.8807919853048629,5.407594168225982,0.009999999999999898,-0.17000000000000037,0.09119208014695127,3.9570254134802845,0.05719657830162844,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-01,0.5054765784839432,7.3,69927.47357226106,248.556,3.5422684861402414,18.9,-0.4215273405183573,-2.6666666666666727,-0.5450539537490084,2.020937216980645,-2.259887005649708,-0.03177348321836693,1.5757769232342733,0.010000000000000106,-0.2491666666666661,0.11031773483218367,3.7169844014988502,0.22975514356283525,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-01,0.38828823119094746,7.033333333333334,69560.32804733106,251.3795,2.1400503443636785,17.7,1.1359613125412338,-3.652968036529669,-0.5250375942019492,0.0,0.0,0.4387060170248258,-0.6495584801585852,0.013333333333333294,0.11483333333333334,0.11894627316308504,3.827112939829752,-0.5964223946431378,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-01,0.38491652911991636,6.766666666666667,69511.79759464576,251.684,1.128043035457529,17.7,0.12113159585407374,-3.791469194312802,-0.06976742929141189,0.0,0.0,0.4806770999680632,-1.2987127547659072,0.013333333333333391,0.11550000000000082,0.13185989566698605,3.9421932290003205,-0.00845104004870497,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-01,0.9665933560468076,6.566666666666666,70106.21432562068,251.41516666666664,1.2013613781970394,17.7,-0.10681383533850397,-2.9556650246305494,0.8551307138411568,0.0,0.0,0.7239346469032348,-0.2908383919172697,0.023333333333333317,-0.04616666666666802,0.15276065353096765,3.8935939868643006,-0.09133979126112668,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-01,0.945237620802386,6.3,71649.01269645499,251.7625,2.071468634653559,17.7,0.13815130484704508,-4.060913705583758,2.2006585089140662,1.560085906643005,7.514450867052025,1.2900513365197375,2.461892352531425,0.19999999999999998,-0.1586666666666674,0.3470994866348026,3.7292661533014684,0.3040238445292308,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
